wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dx,dy,direction
352,96,160,416,0,1,0,0,0,0,0,1,-32,0,1
352,80,160,432,0,1,0,0,0,0,0,1,-16,0,1
304,112,208,400,1,0,0,0,0,0,1,0,0,-160,0
288,112,224,400,1,0,0,0,0,0,1,0,0,-144,0
272,112,240,400,1,0,0,0,0,0,1,0,0,-128,0
256,112,256,400,1,0,0,0,0,0,1,0,0,-112,0
240,112,272,400,1,0,0,0,0,0,1,0,0,-96,0
224,112,288,400,1,0,0,0,0,0,1,0,0,-80,0
208,112,304,400,1,0,0,0,0,0,1,0,0,-64,0
192,112,320,400,1,0,0,0,0,0,1,0,0,-48,0
176,112,336,400,1,0,0,0,0,0,1,0,0,-32,0
160,112,352,400,1,0,0,0,0,0,1,0,0,-16,0
320,288,192,224,0,0,1,0,1,0,0,0,0,64,2
336,288,176,224,0,0,1,0,1,0,0,0,0,48,2
352,288,160,224,0,0,1,0,1,0,0,0,0,32,2
368,288,144,224,0,0,1,0,1,0,0,0,0,16,2
336,336,176,176,1,0,0,0,0,0,1,0,0,-64,0
320,336,192,176,1,0,0,0,0,0,1,0,0,-48,0
304,336,208,176,1,0,0,0,0,0,1,0,0,-32,0
288,336,224,176,1,0,0,0,0,0,1,0,0,-16,0
400,208,112,304,0,1,0,0,1,0,0,0,-176,0,1
400,192,112,320,0,1,0,0,0,0,0,1,-160,0,1
400,176,112,336,0,1,0,0,0,0,0,1,-144,0,1
400,160,112,352,0,1,0,0,0,0,0,1,-128,0,1
400,144,112,368,0,1,0,0,0,0,0,1,-112,0,1
400,128,112,384,0,1,0,0,0,0,0,1,-96,0,1
400,112,112,400,0,1,0,0,0,0,0,1,-80,0,1
400,96,112,416,0,1,0,0,0,0,0,1,-64,0,1
400,80,112,432,0,1,0,0,0,0,0,1,-48,0,1
400,64,112,448,0,1,0,0,0,0,0,1,-32,0,1
400,48,112,464,0,1,0,0,0,0,0,1,-16,0,1
240,192,272,320,0,0,0,1,0,0,1,0,96,0,3
240,208,272,304,0,0,0,1,0,1,0,0,80,0,3
240,224,272,288,0,0,0,1,0,1,0,0,64,0,3
240,240,272,272,0,0,0,1,0,1,0,0,48,0,3
240,256,272,256,0,0,0,1,0,1,0,0,32,0,3
240,272,272,240,0,0,0,1,0,1,0,0,16,0,3
112,160,400,352,1,0,0,0,0,0,1,0,0,-80,0
96,160,416,352,1,0,0,0,0,0,1,0,0,-64,0
80,160,432,352,1,0,0,0,0,0,1,0,0,-48,0
64,160,448,352,1,0,0,0,0,0,1,0,0,-32,0
48,160,464,352,1,0,0,0,0,0,1,0,0,-16,0
144,272,368,240,0,0,0,1,1,0,0,0,48,0,3
144,288,368,224,0,0,0,1,0,1,0,0,32,0,3
144,304,368,208,0,0,0,1,0,1,0,0,16,0,3
240,224,272,288,0,0,1,0,1,0,0,0,0,240,2
256,224,256,288,0,0,1,0,1,0,0,0,0,224,2
272,224,240,288,0,0,1,0,1,0,0,0,0,208,2
288,224,224,288,0,0,1,0,1,0,0,0,0,192,2
304,224,208,288,0,0,1,0,1,0,0,0,0,176,2
320,224,192,288,0,0,1,0,1,0,0,0,0,160,2
336,224,176,288,0,0,1,0,1,0,0,0,0,144,2
352,224,160,288,0,0,1,0,1,0,0,0,0,128,2
368,224,144,288,0,0,1,0,1,0,0,0,0,112,2
384,224,128,288,0,0,1,0,1,0,0,0,0,96,2
400,224,112,288,0,0,1,0,1,0,0,0,0,80,2
416,224,96,288,0,0,1,0,1,0,0,0,0,64,2
432,224,80,288,0,0,1,0,1,0,0,0,0,48,2
448,224,64,288,0,0,1,0,1,0,0,0,0,32,2
464,224,48,288,0,0,1,0,1,0,0,0,0,16,2
432,176,80,336,1,0,0,0,0,0,1,0,0,-384,0
416,176,96,336,1,0,0,0,0,0,1,0,0,-368,0
400,176,112,336,1,0,0,0,0,0,1,0,0,-352,0
384,176,128,336,1,0,0,0,0,0,1,0,0,-336,0
368,176,144,336,1,0,0,0,0,0,1,0,0,-320,0
352,176,160,336,1,0,0,0,0,0,1,0,0,-304,0
336,176,176,336,1,0,0,0,0,0,1,0,0,-288,0
320,176,192,336,1,0,0,0,0,0,1,0,0,-272,0
304,176,208,336,1,0,0,0,0,0,1,0,0,-256,0
288,176,224,336,1,0,0,0,0,0,1,0,0,-240,0
272,176,240,336,1,0,0,0,0,0,1,0,0,-224,0
256,176,256,336,1,0,0,0,0,0,1,0,0,-208,0
240,176,272,336,1,0,0,0,0,0,1,0,0,-192,0
224,176,288,336,1,0,0,0,0,0,1,0,0,-176,0
208,176,304,336,1,0,0,0,0,0,1,0,0,-160,0
192,176,320,336,1,0,0,0,0,0,1,0,0,-144,0
176,176,336,336,1,0,0,0,0,0,1,0,0,-128,0
160,176,352,336,1,0,0,0,0,0,1,0,0,-112,0
144,176,368,336,1,0,0,0,0,0,1,0,0,-96,0
128,176,384,336,1,0,0,0,0,0,1,0,0,-80,0
112,176,400,336,1,0,0,0,0,0,1,0,0,-64,0
96,176,416,336,1,0,0,0,0,0,1,0,0,-48,0
80,176,432,336,1,0,0,0,0,0,1,0,0,-32,0
64,176,448,336,1,0,0,0,0,0,1,0,0,-16,0
160,304,352,208,0,0,1,0,1,0,0,0,0,144,2
176,304,336,208,0,0,1,0,1,0,0,0,0,128,2
192,304,320,208,0,0,1,0,1,0,0,0,0,112,2
208,304,304,208,0,0,1,0,1,0,0,0,0,96,2
224,304,288,208,0,0,1,0,1,0,0,0,0,80,2
240,304,272,208,0,0,1,0,1,0,0,0,0,64,2
256,304,256,208,0,0,1,0,1,0,0,0,0,48,2
272,304,240,208,0,0,1,0,1,0,0,0,0,32,2
288,304,224,208,0,0,1,0,1,0,0,0,0,16,2
96,96,416,416,1,0,0,0,0,0,1,0,0,-64,0
80,96,432,416,1,0,0,0,0,0,1,0,0,-48,0
64,96,448,416,1,0,0,0,0,0,1,0,0,-32,0
48,96,464,416,1,0,0,0,0,0,1,0,0,-16,0
64,128,448,384,0,0,0,1,1,0,0,0,176,0,3
64,144,448,368,0,0,0,1,0,1,0,0,160,0,3
64,160,448,352,0,0,0,1,0,1,0,0,144,0,3
64,176,448,336,0,0,0,1,0,1,0,0,128,0,3
64,192,448,320,0,0,0,1,0,1,0,0,112,0,3
64,208,448,304,0,0,0,1,0,1,0,0,96,0,3
64,224,448,288,0,0,0,1,0,1,0,0,80,0,3
64,240,448,272,0,0,0,1,0,1,0,0,64,0,3
64,256,448,256,0,0,0,1,0,1,0,0,48,0,3
64,272,448,240,0,0,0,1,0,1,0,0,32,0,3
64,288,448,224,0,0,0,1,0,1,0,0,16,0,3
128,368,384,144,0,0,0,1,1,0,0,0,128,0,3
128,384,384,128,0,0,0,1,0,1,0,0,112,0,3
128,400,384,112,0,0,0,1,0,1,0,0,96,0,3
128,416,384,96,0,0,0,1,0,1,0,0,80,0,3
128,432,384,80,0,0,0,1,0,1,0,0,64,0,3
128,448,384,64,0,0,0,1,0,1,0,0,48,0,3
128,464,384,48,0,0,0,1,0,1,0,0,32,0,3
128,480,384,32,0,0,0,1,0,1,0,0,16,0,3
416,208,96,304,0,1,0,0,1,0,0,0,-32,0,1
416,192,96,320,0,1,0,0,0,0,0,1,-16,0,1
352,240,160,272,1,0,0,0,0,0,1,0,0,-144,0
336,240,176,272,1,0,0,0,0,0,1,0,0,-128,0
320,240,192,272,1,0,0,0,0,0,1,0,0,-112,0
304,240,208,272,1,0,0,0,0,0,1,0,0,-96,0
288,240,224,272,1,0,0,0,0,0,1,0,0,-80,0
272,240,240,272,1,0,0,0,0,0,1,0,0,-64,0
256,240,256,272,1,0,0,0,0,0,1,0,0,-48,0
240,240,272,272,1,0,0,0,0,0,1,0,0,-32,0
224,240,288,272,1,0,0,0,0,0,1,0,0,-16,0
144,176,368,336,1,0,0,0,0,0,1,0,0,-112,0
128,176,384,336,1,0,0,0,0,0,1,0,0,-96,0
112,176,400,336,1,0,0,0,0,0,1,0,0,-80,0
96,176,416,336,1,0,0,0,0,0,1,0,0,-64,0
80,176,432,336,1,0,0,0,0,0,1,0,0,-48,0
64,176,448,336,1,0,0,0,0,0,1,0,0,-32,0
48,176,464,336,1,0,0,0,0,0,1,0,0,-16,0
224,368,288,144,0,0,0,1,1,0,0,0,64,0,3
224,384,288,128,0,0,0,1,0,1,0,0,48,0,3
224,400,288,112,0,0,0,1,0,1,0,0,32,0,3
224,416,288,96,0,0,0,1,0,1,0,0,16,0,3
144,352,368,160,0,1,0,0,0,0,1,0,-80,0,1
144,336,368,176,0,1,0,0,0,0,0,1,-64,0,1
144,320,368,192,0,1,0,0,0,0,0,1,-48,0,1
144,304,368,208,0,1,0,0,0,0,0,1,-32,0,1
144,288,368,224,0,1,0,0,0,0,0,1,-16,0,1
144,272,368,240,0,0,1,0,0,0,0,1,0,256,2
160,272,352,240,0,0,1,0,1,0,0,0,0,240,2
176,272,336,240,0,0,1,0,1,0,0,0,0,224,2
192,272,320,240,0,0,1,0,1,0,0,0,0,208,2
208,272,304,240,0,0,1,0,1,0,0,0,0,192,2
224,272,288,240,0,0,1,0,1,0,0,0,0,176,2
240,272,272,240,0,0,1,0,1,0,0,0,0,160,2
256,272,256,240,0,0,1,0,1,0,0,0,0,144,2
272,272,240,240,0,0,1,0,1,0,0,0,0,128,2
288,272,224,240,0,0,1,0,1,0,0,0,0,112,2
304,272,208,240,0,0,1,0,1,0,0,0,0,96,2
320,272,192,240,0,0,1,0,1,0,0,0,0,80,2
336,272,176,240,0,0,1,0,1,0,0,0,0,64,2
352,272,160,240,0,0,1,0,1,0,0,0,0,48,2
368,272,144,240,0,0,1,0,1,0,0,0,0,32,2
384,272,128,240,0,0,1,0,1,0,0,0,0,16,2
304,368,208,144,1,0,0,0,0,0,1,0,0,-96,0
288,368,224,144,1,0,0,0,0,0,1,0,0,-80,0
272,368,240,144,1,0,0,0,0,0,1,0,0,-64,0
256,368,256,144,1,0,0,0,0,0,1,0,0,-48,0
240,368,272,144,1,0,0,0,0,0,1,0,0,-32,0
224,368,288,144,1,0,0,0,0,0,1,0,0,-16,0
96,256,416,256,0,1,0,0,0,0,1,0,-144,0,1
96,240,416,272,0,1,0,0,0,0,0,1,-128,0,1
96,224,416,288,0,1,0,0,0,0,0,1,-112,0,1
96,208,416,304,0,1,0,0,0,0,0,1,-96,0,1
96,192,416,320,0,1,0,0,0,0,0,1,-80,0,1
96,176,416,336,0,1,0,0,0,0,0,1,-64,0,1
96,160,416,352,0,1,0,0,0,0,0,1,-48,0,1
96,144,416,368,0,1,0,0,0,0,0,1,-32,0,1
96,128,416,384,0,1,0,0,0,0,0,1,-16,0,1
144,160,368,352,0,0,0,1,1,0,0,0,112,0,3
144,176,368,336,0,0,0,1,0,1,0,0,96,0,3
144,192,368,320,0,0,0,1,0,1,0,0,80,0,3
144,208,368,304,0,0,0,1,0,1,0,0,64,0,3
144,224,368,288,0,0,0,1,0,1,0,0,48,0,3
144,240,368,272,0,0,0,1,0,1,0,0,32,0,3
144,256,368,256,0,0,0,1,0,1,0,0,16,0,3
96,224,416,288,1,0,0,0,0,0,1,0,0,-32,0
80,224,432,288,1,0,0,0,0,0,1,0,0,-16,0
144,304,368,208,0,0,1,0,1,0,0,0,0,128,2
160,304,352,208,0,0,1,0,1,0,0,0,0,112,2
176,304,336,208,0,0,1,0,1,0,0,0,0,96,2
192,304,320,208,0,0,1,0,1,0,0,0,0,80,2
208,304,304,208,0,0,1,0,1,0,0,0,0,64,2
224,304,288,208,0,0,1,0,1,0,0,0,0,48,2
240,304,272,208,0,0,1,0,1,0,0,0,0,32,2
256,304,256,208,0,0,1,0,1,0,0,0,0,16,2
304,272,208,240,0,0,1,0,1,0,0,0,0,80,2
320,272,192,240,0,0,1,0,1,0,0,0,0,64,2
336,272,176,240,0,0,1,0,1,0,0,0,0,48,2
352,272,160,240,0,0,1,0,1,0,0,0,0,32,2
368,272,144,240,0,0,1,0,1,0,0,0,0,16,2
384,272,128,240,0,0,0,1,1,0,0,0,16,0,3
352,256,160,256,0,1,0,0,0,0,1,0,-16,0,1
256,144,256,368,1,0,0,0,0,0,1,0,0,-16,0
64,320,448,192,0,0,0,1,0,0,1,0,128,0,3
64,336,448,176,0,0,0,1,0,1,0,0,112,0,3
64,352,448,160,0,0,0,1,0,1,0,0,96,0,3
64,368,448,144,0,0,0,1,0,1,0,0,80,0,3
64,384,448,128,0,0,0,1,0,1,0,0,64,0,3
64,400,448,112,0,0,0,1,0,1,0,0,48,0,3
64,416,448,96,0,0,0,1,0,1,0,0,32,0,3
64,432,448,80,0,0,0,1,0,1,0,0,16,0,3
96,480,416,32,0,0,1,0,1,0,0,0,0,176,2
112,480,400,32,0,0,1,0,1,0,0,0,0,160,2
128,480,384,32,0,0,1,0,1,0,0,0,0,144,2
144,480,368,32,0,0,1,0,1,0,0,0,0,128,2
160,480,352,32,0,0,1,0,1,0,0,0,0,112,2
176,480,336,32,0,0,1,0,1,0,0,0,0,96,2
192,480,320,32,0,0,1,0,1,0,0,0,0,80,2
208,480,304,32,0,0,1,0,1,0,0,0,0,64,2
224,480,288,32,0,0,1,0,1,0,0,0,0,48,2
240,480,272,32,0,0,1,0,1,0,0,0,0,32,2
256,480,256,32,0,0,1,0,1,0,0,0,0,16,2
304,448,208,64,0,1,0,0,1,0,0,0,-400,0,1
304,432,208,80,0,1,0,0,0,0,0,1,-384,0,1
304,416,208,96,0,1,0,0,0,0,0,1,-368,0,1
304,400,208,112,0,1,0,0,0,0,0,1,-352,0,1
304,384,208,128,0,1,0,0,0,0,0,1,-336,0,1
304,368,208,144,0,1,0,0,0,0,0,1,-320,0,1
304,352,208,160,0,1,0,0,0,0,0,1,-304,0,1
304,336,208,176,0,1,0,0,0,0,0,1,-288,0,1
304,320,208,192,0,1,0,0,0,0,0,1,-272,0,1
304,304,208,208,0,1,0,0,0,0,0,1,-256,0,1
304,288,208,224,0,1,0,0,0,0,0,1,-240,0,1
304,272,208,240,0,1,0,0,0,0,0,1,-224,0,1
304,256,208,256,0,1,0,0,0,0,0,1,-208,0,1
304,240,208,272,0,1,0,0,0,0,0,1,-192,0,1
304,224,208,288,0,1,0,0,0,0,0,1,-176,0,1
304,208,208,304,0,1,0,0,0,0,0,1,-160,0,1
304,192,208,320,0,1,0,0,0,0,0,1,-144,0,1
304,176,208,336,0,1,0,0,0,0,0,1,-128,0,1
304,160,208,352,0,1,0,0,0,0,0,1,-112,0,1
304,144,208,368,0,1,0,0,0,0,0,1,-96,0,1
304,128,208,384,0,1,0,0,0,0,0,1,-80,0,1
304,112,208,400,0,1,0,0,0,0,0,1,-64,0,1
304,96,208,416,0,1,0,0,0,0,0,1,-48,0,1
304,80,208,432,0,1,0,0,0,0,0,1,-32,0,1
304,64,208,448,0,1,0,0,0,0,0,1,-16,0,1
272,80,240,432,0,0,0,1,0,0,1,0,240,0,3
272,96,240,416,0,0,0,1,0,1,0,0,224,0,3
272,112,240,400,0,0,0,1,0,1,0,0,208,0,3
272,128,240,384,0,0,0,1,0,1,0,0,192,0,3
272,144,240,368,0,0,0,1,0,1,0,0,176,0,3
272,160,240,352,0,0,0,1,0,1,0,0,160,0,3
272,176,240,336,0,0,0,1,0,1,0,0,144,0,3
272,192,240,320,0,0,0,1,0,1,0,0,128,0,3
272,208,240,304,0,0,0,1,0,1,0,0,112,0,3
272,224,240,288,0,0,0,1,0,1,0,0,96,0,3
272,240,240,272,0,0,0,1,0,1,0,0,80,0,3
272,256,240,256,0,0,0,1,0,1,0,0,64,0,3
272,272,240,240,0,0,0,1,0,1,0,0,48,0,3
272,288,240,224,0,0,0,1,0,1,0,0,32,0,3
272,304,240,208,0,0,0,1,0,1,0,0,16,0,3
352,400,160,112,0,0,0,1,1,0,0,0,64,0,3
352,416,160,96,0,0,0,1,0,1,0,0,48,0,3
352,432,160,80,0,0,0,1,0,1,0,0,32,0,3
352,448,160,64,0,0,0,1,0,1,0,0,16,0,3
288,400,224,112,0,1,0,0,0,0,1,0,-144,0,1
288,384,224,128,0,1,0,0,0,0,0,1,-128,0,1
288,368,224,144,0,1,0,0,0,0,0,1,-112,0,1
288,352,224,160,0,1,0,0,0,0,0,1,-96,0,1
288,336,224,176,0,1,0,0,0,0,0,1,-80,0,1
288,320,224,192,0,1,0,0,0,0,0,1,-64,0,1
288,304,224,208,0,1,0,0,0,0,0,1,-48,0,1
288,288,224,224,0,1,0,0,0,0,0,1,-32,0,1
288,272,224,240,0,1,0,0,0,0,0,1,-16,0,1
352,192,160,320,0,1,0,0,1,0,0,0,-128,0,1
352,176,160,336,0,1,0,0,0,0,0,1,-112,0,1
352,160,160,352,0,1,0,0,0,0,0,1,-96,0,1
352,144,160,368,0,1,0,0,0,0,0,1,-80,0,1
352,128,160,384,0,1,0,0,0,0,0,1,-64,0,1
352,112,160,400,0,1,0,0,0,0,0,1,-48,0,1
352,96,160,416,0,1,0,0,0,0,0,1,-32,0,1
352,80,160,432,0,1,0,0,0,0,0,1,-16,0,1
336,48,176,464,1,0,0,0,0,0,1,0,0,-48,0
320,48,192,464,1,0,0,0,0,0,1,0,0,-32,0
304,48,208,464,1,0,0,0,0,0,1,0,0,-16,0
144,192,368,320,1,0,0,0,0,0,1,0,0,-64,0
128,192,384,320,1,0,0,0,0,0,1,0,0,-48,0
112,192,400,320,1,0,0,0,0,0,1,0,0,-32,0
96,192,416,320,1,0,0,0,0,0,1,0,0,-16,0
176,288,336,224,0,0,0,1,1,0,0,0,112,0,3
176,304,336,208,0,0,0,1,0,1,0,0,96,0,3
176,320,336,192,0,0,0,1,0,1,0,0,80,0,3
176,336,336,176,0,0,0,1,0,1,0,0,64,0,3
176,352,336,160,0,0,0,1,0,1,0,0,48,0,3
176,368,336,144,0,0,0,1,0,1,0,0,32,0,3
176,384,336,128,0,0,0,1,0,1,0,0,16,0,3
320,256,192,256,0,1,0,0,1,0,0,0,-160,0,1
320,240,192,272,0,1,0,0,0,0,0,1,-144,0,1
320,224,192,288,0,1,0,0,0,0,0,1,-128,0,1
320,208,192,304,0,1,0,0,0,0,0,1,-112,0,1
320,192,192,320,0,1,0,0,0,0,0,1,-96,0,1
320,176,192,336,0,1,0,0,0,0,0,1,-80,0,1
320,160,192,352,0,1,0,0,0,0,0,1,-64,0,1
320,144,192,368,0,1,0,0,0,0,0,1,-48,0,1
320,128,192,384,0,1,0,0,0,0,0,1,-32,0,1
320,112,192,400,0,1,0,0,0,0,0,1,-16,0,1
400,176,112,336,0,0,0,1,1,0,0,0,16,0,3
416,208,96,304,0,0,1,0,1,0,0,0,0,32,2
432,208,80,304,0,0,1,0,1,0,0,0,0,16,2
416,176,96,336,1,0,0,0,0,0,1,0,0,-384,0
400,176,112,336,1,0,0,0,0,0,1,0,0,-368,0
384,176,128,336,1,0,0,0,0,0,1,0,0,-352,0
368,176,144,336,1,0,0,0,0,0,1,0,0,-336,0
352,176,160,336,1,0,0,0,0,0,1,0,0,-320,0
336,176,176,336,1,0,0,0,0,0,1,0,0,-304,0
320,176,192,336,1,0,0,0,0,0,1,0,0,-288,0
304,176,208,336,1,0,0,0,0,0,1,0,0,-272,0
288,176,224,336,1,0,0,0,0,0,1,0,0,-256,0
272,176,240,336,1,0,0,0,0,0,1,0,0,-240,0
256,176,256,336,1,0,0,0,0,0,1,0,0,-224,0
240,176,272,336,1,0,0,0,0,0,1,0,0,-208,0
224,176,288,336,1,0,0,0,0,0,1,0,0,-192,0
208,176,304,336,1,0,0,0,0,0,1,0,0,-176,0
192,176,320,336,1,0,0,0,0,0,1,0,0,-160,0
176,176,336,336,1,0,0,0,0,0,1,0,0,-144,0
160,176,352,336,1,0,0,0,0,0,1,0,0,-128,0
144,176,368,336,1,0,0,0,0,0,1,0,0,-112,0
128,176,384,336,1,0,0,0,0,0,1,0,0,-96,0
112,176,400,336,1,0,0,0,0,0,1,0,0,-80,0
96,176,416,336,1,0,0,0,0,0,1,0,0,-64,0
80,176,432,336,1,0,0,0,0,0,1,0,0,-48,0
64,176,448,336,1,0,0,0,0,0,1,0,0,-32,0
48,176,464,336,1,0,0,0,0,0,1,0,0,-16,0
48,192,464,320,0,0,0,1,1,0,0,0,96,0,3
48,208,464,304,0,0,0,1,0,1,0,0,80,0,3
48,224,464,288,0,0,0,1,0,1,0,0,64,0,3
48,240,464,272,0,0,0,1,0,1,0,0,48,0,3
48,256,464,256,0,0,0,1,0,1,0,0,32,0,3
48,272,464,240,0,0,0,1,0,1,0,0,16,0,3
144,192,368,320,0,1,0,0,1,0,0,0,-96,0,1
144,176,368,336,0,1,0,0,0,0,0,1,-80,0,1
144,160,368,352,0,1,0,0,0,0,0,1,-64,0,1
144,144,368,368,0,1,0,0,0,0,0,1,-48,0,1
144,128,368,384,0,1,0,0,0,0,0,1,-32,0,1
144,112,368,400,0,1,0,0,0,0,0,1,-16,0,1
160,112,352,400,1,0,0,0,0,0,1,0,0,-96,0
144,112,368,400,1,0,0,0,0,0,1,0,0,-80,0
128,112,384,400,1,0,0,0,0,0,1,0,0,-64,0
112,112,400,400,1,0,0,0,0,0,1,0,0,-48,0
96,112,416,400,1,0,0,0,0,0,1,0,0,-32,0
80,112,432,400,1,0,0,0,0,0,1,0,0,-16,0
208,256,304,256,0,0,0,1,1,0,0,0,208,0,3
208,272,304,240,0,0,0,1,0,1,0,0,192,0,3
208,288,304,224,0,0,0,1,0,1,0,0,176,0,3
208,304,304,208,0,0,0,1,0,1,0,0,160,0,3
208,320,304,192,0,0,0,1,0,1,0,0,144,0,3
208,336,304,176,0,0,0,1,0,1,0,0,128,0,3
208,352,304,160,0,0,0,1,0,1,0,0,112,0,3
208,368,304,144,0,0,0,1,0,1,0,0,96,0,3
208,384,304,128,0,0,0,1,0,1,0,0,80,0,3
208,400,304,112,0,0,0,1,0,1,0,0,64,0,3
208,416,304,96,0,0,0,1,0,1,0,0,48,0,3
208,432,304,80,0,0,0,1,0,1,0,0,32,0,3
208,448,304,64,0,0,0,1,0,1,0,0,16,0,3
256,416,256,96,0,0,1,0,1,0,0,0,0,16,2
192,336,320,176,1,0,0,0,0,0,1,0,0,-64,0
176,336,336,176,1,0,0,0,0,0,1,0,0,-48,0
160,336,352,176,1,0,0,0,0,0,1,0,0,-32,0
144,336,368,176,1,0,0,0,0,0,1,0,0,-16,0
96,304,416,208,0,1,0,0,0,0,1,0,-256,0,1
96,288,416,224,0,1,0,0,0,0,0,1,-240,0,1
96,272,416,240,0,1,0,0,0,0,0,1,-224,0,1
96,256,416,256,0,1,0,0,0,0,0,1,-208,0,1
96,240,416,272,0,1,0,0,0,0,0,1,-192,0,1
96,224,416,288,0,1,0,0,0,0,0,1,-176,0,1
96,208,416,304,0,1,0,0,0,0,0,1,-160,0,1
96,192,416,320,0,1,0,0,0,0,0,1,-144,0,1
96,176,416,336,0,1,0,0,0,0,0,1,-128,0,1
96,160,416,352,0,1,0,0,0,0,0,1,-112,0,1
96,144,416,368,0,1,0,0,0,0,0,1,-96,0,1
96,128,416,384,0,1,0,0,0,0,0,1,-80,0,1
96,112,416,400,0,1,0,0,0,0,0,1,-64,0,1
96,96,416,416,0,1,0,0,0,0,0,1,-48,0,1
96,80,416,432,0,1,0,0,0,0,0,1,-32,0,1
96,64,416,448,0,1,0,0,0,0,0,1,-16,0,1
352,304,160,208,0,0,0,1,1,0,0,0,32,0,3
352,320,160,192,0,0,0,1,0,1,0,0,16,0,3
368,352,144,160,0,0,0,1,1,0,0,0,64,0,3
368,368,144,144,0,0,0,1,0,1,0,0,48,0,3
368,384,144,128,0,0,0,1,0,1,0,0,32,0,3
368,400,144,112,0,0,0,1,0,1,0,0,16,0,3
272,320,240,192,1,0,0,0,0,0,1,0,0,-48,0
256,320,256,192,1,0,0,0,0,0,1,0,0,-32,0
240,320,272,192,1,0,0,0,0,0,1,0,0,-16,0
384,160,128,352,0,1,0,0,1,0,0,0,-128,0,1
384,144,128,368,0,1,0,0,0,0,0,1,-112,0,1
384,128,128,384,0,1,0,0,0,0,0,1,-96,0,1
384,112,128,400,0,1,0,0,0,0,0,1,-80,0,1
384,96,128,416,0,1,0,0,0,0,0,1,-64,0,1
384,80,128,432,0,1,0,0,0,0,0,1,-48,0,1
384,64,128,448,0,1,0,0,0,0,0,1,-32,0,1
384,48,128,464,0,1,0,0,0,0,0,1,-16,0,1
384,32,128,480,1,0,0,0,0,0,0,1,0,-80,0
368,32,144,480,1,0,0,0,0,0,1,0,0,-64,0
352,32,160,480,1,0,0,0,0,0,1,0,0,-48,0
336,32,176,480,1,0,0,0,0,0,1,0,0,-32,0
320,32,192,480,1,0,0,0,0,0,1,0,0,-16,0
304,32,208,480,0,0,0,1,0,0,1,0,160,0,3
304,48,208,464,0,0,0,1,0,1,0,0,144,0,3
304,64,208,448,0,0,0,1,0,1,0,0,128,0,3
304,80,208,432,0,0,0,1,0,1,0,0,112,0,3
304,96,208,416,0,0,0,1,0,1,0,0,96,0,3
304,112,208,400,0,0,0,1,0,1,0,0,80,0,3
304,128,208,384,0,0,0,1,0,1,0,0,64,0,3
304,144,208,368,0,0,0,1,0,1,0,0,48,0,3
304,160,208,352,0,0,0,1,0,1,0,0,32,0,3
304,176,208,336,0,0,0,1,0,1,0,0,16,0,3
320,176,192,336,0,0,1,0,1,0,0,0,0,80,2
336,176,176,336,0,0,1,0,1,0,0,0,0,64,2
352,176,160,336,0,0,1,0,1,0,0,0,0,48,2
368,176,144,336,0,0,1,0,1,0,0,0,0,32,2
384,176,128,336,0,0,1,0,1,0,0,0,0,16,2
224,352,288,160,0,0,0,1,0,0,1,0,96,0,3
224,368,288,144,0,0,0,1,0,1,0,0,80,0,3
224,384,288,128,0,0,0,1,0,1,0,0,64,0,3
224,400,288,112,0,0,0,1,0,1,0,0,48,0,3
224,416,288,96,0,0,0,1,0,1,0,0,32,0,3
224,432,288,80,0,0,0,1,0,1,0,0,16,0,3
368,304,144,208,0,1,0,0,1,0,0,0,-272,0,1
368,288,144,224,0,1,0,0,0,0,0,1,-256,0,1
368,272,144,240,0,1,0,0,0,0,0,1,-240,0,1
368,256,144,256,0,1,0,0,0,0,0,1,-224,0,1
368,240,144,272,0,1,0,0,0,0,0,1,-208,0,1
368,224,144,288,0,1,0,0,0,0,0,1,-192,0,1
368,208,144,304,0,1,0,0,0,0,0,1,-176,0,1
368,192,144,320,0,1,0,0,0,0,0,1,-160,0,1
368,176,144,336,0,1,0,0,0,0,0,1,-144,0,1
368,160,144,352,0,1,0,0,0,0,0,1,-128,0,1
368,144,144,368,0,1,0,0,0,0,0,1,-112,0,1
368,128,144,384,0,1,0,0,0,0,0,1,-96,0,1
368,112,144,400,0,1,0,0,0,0,0,1,-80,0,1
368,96,144,416,0,1,0,0,0,0,0,1,-64,0,1
368,80,144,432,0,1,0,0,0,0,0,1,-48,0,1
368,64,144,448,0,1,0,0,0,0,0,1,-32,0,1
368,48,144,464,0,1,0,0,0,0,0,1,-16,0,1
256,144,256,368,0,0,0,1,0,0,1,0,320,0,3
256,160,256,352,0,0,0,1,0,1,0,0,304,0,3
256,176,256,336,0,0,0,1,0,1,0,0,288,0,3
256,192,256,320,0,0,0,1,0,1,0,0,272,0,3
256,208,256,304,0,0,0,1,0,1,0,0,256,0,3
256,224,256,288,0,0,0,1,0,1,0,0,240,0,3
256,240,256,272,0,0,0,1,0,1,0,0,224,0,3
256,256,256,256,0,0,0,1,0,1,0,0,208,0,3
256,272,256,240,0,0,0,1,0,1,0,0,192,0,3
256,288,256,224,0,0,0,1,0,1,0,0,176,0,3
256,304,256,208,0,0,0,1,0,1,0,0,160,0,3
256,320,256,192,0,0,0,1,0,1,0,0,144,0,3
256,336,256,176,0,0,0,1,0,1,0,0,128,0,3
256,352,256,160,0,0,0,1,0,1,0,0,112,0,3
